месяц,продукт,регион,сегмент,канал,заявки,одобрено,выдано,средний_чек_тыс_руб,расход_на_маркетинг_тыс_руб,доля_цифровых_заявок_проц,просрочка_30дн_проц,чистый_доход_млн_руб
2024-07-01,Вклад,Урал,Массовый,Мобильное приложение,392,345,324,896.4,1709.4,69.2,1.42,1.611
2024-07-01,Вклад,Урал,Премиум,Мобильное приложение,145,125,115,1626.9,1322.1,60.3,0.2,0.641
2024-07-01,Вклад,Центр,Зарплатный,Партнерский канал,440,403,375,1077.0,2031.4,72.9,0.42,2.442
2024-07-01,Вклад,Центр,Массовый,Партнерский канал,506,439,399,845.9,1868.7,68.7,,1.803
2024-07-01,Вклад,Центр,Премиум,Офис,247,225,204,1486.6,1680.0,66.1,0.2,1.505
2024-07-01,Ипотека,Поволжье,Зарплатный,Офис,491,259,174,4111.9,5772.7,50.5,1.19,6.405
2024-07-01,Ипотека,Поволжье,Массовый,Мобильное приложение,499,233,154,4143.9,5473.0,45.4,2.89,5.822
2024-07-01,Ипотека,Поволжье,Премиум,Партнерский канал,382,200,139,5857.3,5047.7,37.3,0.78,8.615
2024-07-01,Ипотека,Северо-Запад,Зарплатный,Мобильное приложение,431,219,143,,5361.4,52.4,1.77,6.552
2024-07-01,Ипотека,Северо-Запад,Массовый,Мобильное приложение,516,242,165,3920.6,6076.8,49.6,2.6,5.36
2024-07-01,Ипотека,Северо-Запад,Премиум,Мобильное приложение,290,141,96,6079.9,4391.8,48.6,0.73,5.772
2024-07-01,Ипотека,Сибирь,Зарплатный,Мобильное приложение,389,214,142,3784.4,,46.8,1.83,5.115
2024-07-01,Ипотека,Сибирь,Массовый,Офис,357,185,120,3790.0,4721.8,47.0,2.21,3.653
2024-07-01,Ипотека,Сибирь,Премиум,Мобильное приложение,308,157,100,5598.7,4558.1,40.6,1.27,5.273
2024-07-01,Ипотека,Урал,Зарплатный,Офис,455,216,149,4642.7,5982.5,48.0,2.25,5.965
2024-07-01,Ипотека,Урал,Массовый,Мобильное приложение,431,207,137,4350.3,4831.5,44.2,2.93,5.533
2024-07-01,Ипотека,Урал,Премиум,Мобильное приложение,349,189,127,6112.0,4491.2,38.2,1.03,8.177
2024-07-01,Ипотека,Центр,Зарплатный,Партнерский канал,540,277,185,4863.2,6762.5,54.6,1.15,8.792
2024-07-01,Ипотека,Центр,Массовый,Мобильное приложение,644,327,212,4402.8,7851.4,51.6,1.81,8.492
2024-07-01,Ипотека,Центр,Премиум,Офис,358,190,122,5846.8,5140.4,52.5,0.76,7.379
2024-07-01,Кредитная карта,Поволжье,Зарплатный,Мобильное приложение,581,450,367,127.1,3503.6,76.9,4.48,0.792
2024-07-01,Кредитная карта,Поволжье,Массовый,Офис,664,468,377,104.3,3516.5,73.0,,0.301
2024-07-01,Кредитная карта,Поволжье,Премиум,Мобильное приложение,371,269,217,165.6,3435.2,67.4,2.85,0.379
2024-07-01,Кредитная карта,Северо-Запад,Зарплатный,Мобильное приложение,539,374,291,134.9,3320.5,76.7,2.66,0.335
2024-07-01,Кредитная карта,Северо-Запад,Массовый,Офис,697,503,376,115.2,3692.3,73.3,4.19,0.26
2024-07-01,Кредитная карта,Северо-Запад,Премиум,Мобильное приложение,411,314,245,190.7,3478.8,70.0,2.32,1.084
2024-07-01,Кредитная карта,Сибирь,Зарплатный,Партнерский канал,479,323,254,112.2,3239.7,72.8,3.04,-0.172
2024-07-01,Кредитная карта,Сибирь,Массовый,Партнерский канал,547,392,313,110.5,3406.8,70.2,3.98,0.033
2024-07-01,Кредитная карта,Сибирь,Премиум,Офис,301,224,172,,2229.3,64.8,2.7,0.423
2024-07-01,Кредитная карта,Урал,Зарплатный,Партнерский канал,546,393,312,125.3,3335.4,77.2,3.39,0.057
2024-07-01,Кредитная карта,Урал,Массовый,Партнерский канал,597,438,337,111.9,3396.3,78.0,4.36,0.337
2024-07-01,Кредитная карта,Урал,Премиум,Мобильное приложение,341,255,198,156.3,2933.3,70.1,2.68,0.29
2024-07-01,Кредитная карта,Центр,Зарплатный,Офис,712,502,409,135.6,4465.8,77.0,,0.78
2024-07-01,Кредитная карта,Центр,Массовый,Партнерский канал,968,694,552,131.9,4733.6,79.6,4.0,1.804
2024-07-01,Кредитная карта,Центр,Премиум,Офис,467,340,281,177.0,4146.9,75.2,2.68,0.708
2024-07-01,Потребительский кредит,Поволжье,Зарплатный,Партнерский канал,527,331,243,,4201.7,61.8,4.77,1.596
2024-07-01,Потребительский кредит,Поволжье,Массовый,Мобильное приложение,722,457,349,408.5,5384.9,58.3,4.44,2.497
2024-07-01,Потребительский кредит,Поволжье,Премиум,Мобильное приложение,378,242,175,637.6,3749.4,57.9,3.31,2.018
2024-07-01,Потребительский кредит,Северо-Запад,Зарплатный,Мобильное приложение,586,376,261,386.1,4133.0,64.7,4.15,1.261
2024-07-01,Потребительский кредит,Северо-Запад,Массовый,Мобильное приложение,555,350,260,390.7,4040.3,58.3,5.37,1.038
2024-07-01,Потребительский кредит,Северо-Запад,Премиум,Мобильное приложение,368,240,181,634.4,3520.2,60.3,3.46,2.457
2024-07-01,Потребительский кредит,Сибирь,Зарплатный,Партнерский канал,476,292,208,406.4,3559.9,58.2,4.18,1.263
2024-07-01,Потребительский кредит,Сибирь,Массовый,Мобильное приложение,566,361,269,413.8,4012.5,54.3,,1.904
2024-07-01,Потребительский кредит,Сибирь,Премиум,Офис,369,242,175,638.4,3371.8,52.2,3.72,1.99
2024-07-01,Потребительский кредит,Урал,Зарплатный,Мобильное приложение,466,284,209,,3771.4,57.4,4.58,1.373
2024-07-01,Потребительский кредит,Урал,Массовый,Мобильное приложение,653,427,306,414.0,4169.1,61.5,4.67,2.233
2024-07-01,Потребительский кредит,Урал,Премиум,Партнерский канал,319,213,157,,3600.6,54.9,3.71,0.83
2024-07-01,Потребительский кредит,Центр,Зарплатный,Партнерский канал,663,452,326,473.8,4821.5,66.1,4.25,3.028
2024-07-01,Потребительский кредит,Центр,Массовый,Мобильное приложение,722,440,320,416.9,5096.4,56.8,5.22,1.932
2024-07-01,Потребительский кредит,Центр,Премиум,Мобильное приложение,411,251,179,622.1,,55.2,3.7,2.027
2024-08-01,Вклад,Поволжье,Зарплатный,Офис,291,261,238,931.1,1529.4,64.4,0.48,1.002
2024-08-01,Вклад,Поволжье,Массовый,Партнерский канал,421,376,345,851.9,1598.0,68.3,1.17,1.788
2024-08-01,Вклад,Поволжье,Премиум,Офис,194,168,151,1381.7,1437.7,62.7,0.2,1.272
2024-08-01,Вклад,Северо-Запад,Зарплатный,Мобильное приложение,346,315,299,948.2,1546.6,74.2,0.87,1.729
2024-08-01,Вклад,Северо-Запад,Массовый,Офис,391,342,313,909.8,1626.2,70.9,1.39,1.533
2024-08-01,Вклад,Северо-Запад,Премиум,Мобильное приложение,168,153,145,1309.5,1247.6,65.5,0.2,1.216
2024-08-01,Вклад,Сибирь,Зарплатный,Мобильное приложение,269,249,226,870.3,1422.4,63.7,0.68,0.803
2024-08-01,Вклад,Сибирь,Массовый,Мобильное приложение,302,267,241,730.7,1365.7,62.5,0.9,0.993
2024-08-01,Вклад,Сибирь,Премиум,Партнерский канал,174,164,150,,1230.3,60.9,0.2,0.739
2024-08-01,Вклад,Урал,Зарплатный,Офис,297,259,238,1089.6,1609.8,64.6,0.44,1.344
2024-08-01,Вклад,Урал,Массовый,Офис,355,310,288,840.9,1508.5,69.9,1.03,1.123
2024-08-01,Вклад,Урал,Премиум,Офис,175,162,140,1436.2,1294.0,59.6,0.2,1.008
2024-08-01,Вклад,Центр,Зарплатный,Партнерский канал,440,404,375,959.5,1829.1,75.5,0.75,2.021
2024-08-01,Вклад,Центр,Массовый,Партнерский канал,487,415,397,,1920.2,69.3,1.33,2.273
2024-08-01,Вклад,Центр,Премиум,Мобильное приложение,176,156,137,1509.6,,67.1,0.44,1.245
2024-08-01,Ипотека,Поволжье,Зарплатный,Офис,503,262,177,3946.8,5877.0,48.1,1.59,6.275
2024-08-01,Ипотека,Поволжье,Массовый,Партнерский канал,480,238,155,,5822.3,47.0,2.18,6.025
2024-08-01,Ипотека,Поволжье,Премиум,Мобильное приложение,397,198,128,6124.0,5205.2,39.5,0.45,8.14
2024-08-01,Ипотека,Северо-Запад,Зарплатный,Мобильное приложение,454,229,157,4385.0,5449.6,51.3,1.11,6.243
2024-08-01,Ипотека,Северо-Запад,Массовый,Офис,436,207,135,3280.6,5215.1,53.0,2.13,3.09
2024-08-01,Ипотека,Северо-Запад,Премиум,Партнерский канал,403,202,130,6428.5,12629.6,45.2,0.2,9.169
2024-08-01,Ипотека,Сибирь,Зарплатный,Мобильное приложение,345,173,115,3724.5,3987.8,42.3,1.04,3.703
2024-08-01,Ипотека,Сибирь,Массовый,Офис,382,183,122,4046.4,4849.1,41.6,2.67,4.113
2024-08-01,Ипотека,Сибирь,Премиум,Мобильное приложение,325,162,104,5499.9,4334.5,41.3,0.94,5.609
2024-08-01,Ипотека,Урал,Зарплатный,Офис,344,179,116,4441.0,4385.0,54.8,1.35,5.314
2024-08-01,Ипотека,Урал,Массовый,Офис,452,221,143,4258.4,5016.2,45.9,2.03,5.667
2024-08-01,Ипотека,Урал,Премиум,Мобильное приложение,341,175,122,6078.8,4157.0,37.6,0.2,8.009
2024-08-01,Ипотека,Центр,Зарплатный,Офис,507,270,184,4841.0,6038.4,54.3,1.37,9.084
2024-08-01,Ипотека,Центр,Массовый,Партнерский канал,526,255,169,4269.0,6146.5,49.4,2.61,6.493
2024-08-01,Ипотека,Центр,Премиум,Офис,372,196,127,,5356.9,47.6,0.77,8.185
2024-08-01,Кредитная карта,Поволжье,Зарплатный,Партнерский канал,557,392,312,121.4,3448.1,74.4,4.05,0.22
2024-08-01,Кредитная карта,Поволжье,Массовый,Мобильное приложение,642,484,383,102.9,3747.8,68.6,4.8,0.126
2024-08-01,Кредитная карта,Поволжье,Премиум,Мобильное приложение,451,326,263,158.9,3098.5,72.0,2.33,0.722
2024-08-01,Кредитная карта,Северо-Запад,Зарплатный,Офис,529,385,315,119.9,3343.2,76.2,3.38,0.341
2024-08-01,Кредитная карта,Северо-Запад,Массовый,Офис,610,449,337,108.8,3246.5,76.1,4.36,0.195
2024-08-01,Кредитная карта,Северо-Запад,Премиум,Мобильное приложение,375,278,221,174.0,2860.4,76.3,2.71,0.825
2024-08-01,Кредитная карта,Сибирь,Зарплатный,Мобильное приложение,390,289,221,105.3,2587.5,70.3,4.03,-0.37
2024-08-01,Кредитная карта,Сибирь,Массовый,Офис,599,426,331,103.4,3157.7,68.4,4.21,-0.014
2024-08-01,Кредитная карта,Сибирь,Премиум,Мобильное приложение,341,248,189,192.3,2746.5,62.7,2.24,0.447
2024-08-01,Кредитная карта,Урал,Зарплатный,Офис,454,348,280,130.1,2701.1,78.5,3.41,0.388
2024-08-01,Кредитная карта,Урал,Массовый,Партнерский канал,539,381,306,104.7,2808.4,74.0,4.55,-0.072
2024-08-01,Кредитная карта,Урал,Премиум,Офис,285,204,164,160.3,2531.6,72.4,2.9,-0.03
2024-08-01,Кредитная карта,Центр,Зарплатный,Офис,750,544,434,150.5,4573.3,75.7,3.23,1.321
2024-08-01,Кредитная карта,Центр,Массовый,Мобильное приложение,966,698,549,106.2,4734.0,73.8,4.43,0.78
2024-08-01,Кредитная карта,Центр,Премиум,Мобильное приложение,458,336,257,174.7,3584.6,68.8,3.09,0.645
2024-08-01,Потребительский кредит,Поволжье,Зарплатный,Мобильное приложение,600,386,284,415.8,4074.4,57.7,4.36,2.156
2024-08-01,Потребительский кредит,Поволжье,Массовый,Офис,622,373,264,370.3,4065.9,54.2,4.64,0.924
2024-08-01,Потребительский кредит,Поволжье,Премиум,Офис,362,226,161,549.8,3507.8,49.2,3.65,1.446
2024-08-01,Потребительский кредит,Северо-Запад,Зарплатный,Партнерский канал,550,349,254,426.9,3739.3,56.1,4.93,1.766
2024-08-01,Потребительский кредит,Северо-Запад,Массовый,Мобильное приложение,634,414,303,402.5,4341.3,60.2,4.71,2.119
2024-08-01,Потребительский кредит,Северо-Запад,Премиум,Офис,298,198,142,597.2,3368.8,54.3,3.96,1.379
2024-08-01,Потребительский кредит,Сибирь,Зарплатный,Мобильное приложение,465,298,211,401.1,3174.0,58.4,4.31,1.318
2024-08-01,Потребительский кредит,Сибирь,Массовый,Офис,541,338,248,343.0,3803.9,56.0,4.46,0.709
2024-08-01,Потребительский кредит,Сибирь,Премиум,Мобильное приложение,379,239,173,588.1,3035.2,52.9,3.45,2.017
2024-08-01,Потребительский кредит,Урал,Зарплатный,Партнерский канал,477,309,239,490.0,3231.2,65.1,3.99,2.413
2024-08-01,Потребительский кредит,Урал,Массовый,Офис,549,334,247,387.9,3874.8,57.9,5.35,1.133
2024-08-01,Потребительский кредит,Урал,Премиум,Мобильное приложение,358,234,173,703.5,3000.1,57.3,3.56,2.792
2024-08-01,Потребительский кредит,Центр,Зарплатный,Мобильное приложение,664,423,302,498.5,4817.8,66.1,4.1,3.053
2024-08-01,Потребительский кредит,Центр,Массовый,Мобильное приложение,757,471,335,367.3,4396.5,70.5,4.91,1.93
2024-08-01,Потребительский кредит,Центр,Премиум,Офис,376,235,174,687.8,3756.7,56.4,3.88,2.362
2024-09-01,Вклад,Поволжье,Зарплатный,Офис,326,299,268,,1581.6,65.8,0.32,1.085
2024-09-01,Вклад,Поволжье,Массовый,Офис,407,351,323,824.7,1893.2,54.7,1.45,1.087
2024-09-01,Вклад,Поволжье,Премиум,Мобильное приложение,262,227,194,1359.3,1425.7,63.0,0.2,1.779
2024-09-01,Вклад,Северо-Запад,Зарплатный,Мобильное приложение,322,299,270,986.1,1523.2,65.0,0.6,1.333
2024-09-01,Вклад,Северо-Запад,Массовый,Офис,362,320,297,814.3,1562.3,66.3,0.83,0.936
2024-09-01,Вклад,Северо-Запад,Премиум,Мобильное приложение,275,257,240,1409.1,1356.3,65.1,0.2,2.472
2024-09-01,Вклад,Сибирь,Зарплатный,Офис,243,213,186,834.2,1215.2,60.3,0.72,0.743
2024-09-01,Вклад,Сибирь,Массовый,Партнерский канал,343,297,269,895.0,1338.5,60.7,0.54,1.151
2024-09-01,Вклад,Сибирь,Премиум,Офис,124,111,103,1346.0,,56.0,0.2,0.496
2024-09-01,Вклад,Урал,Зарплатный,Мобильное приложение,339,299,273,969.6,1276.6,66.9,0.2,1.661
2024-09-01,Вклад,Урал,Массовый,Офис,375,326,298,915.9,1549.2,64.4,1.19,1.684
2024-09-01,Вклад,Урал,Премиум,Мобильное приложение,120,108,100,1229.0,1296.9,69.6,0.2,0.256
2024-09-01,Вклад,Центр,Зарплатный,Мобильное приложение,420,368,339,1008.3,1920.1,70.9,0.25,1.948
2024-09-01,Вклад,Центр,Массовый,Мобильное приложение,500,443,406,762.2,2246.6,67.7,0.88,1.47
2024-09-01,Вклад,Центр,Премиум,Офис,215,191,177,1537.3,1383.7,66.0,0.2,1.623
2024-09-01,Ипотека,Поволжье,Зарплатный,Партнерский канал,406,205,133,4182.0,5162.0,45.1,1.32,4.672
2024-09-01,Ипотека,Поволжье,Массовый,Офис,423,195,126,3618.4,5591.1,34.0,2.83,2.971
2024-09-01,Ипотека,Поволжье,Премиум,Офис,326,167,108,5854.0,4787.2,42.5,0.58,6.002
2024-09-01,Ипотека,Северо-Запад,Зарплатный,Мобильное приложение,289,154,100,4378.2,3761.4,60.6,1.42,4.099
2024-09-01,Ипотека,Северо-Запад,Массовый,Мобильное приложение,421,208,145,3895.9,5651.8,46.5,2.07,4.536
2024-09-01,Ипотека,Северо-Запад,Премиум,Офис,302,153,99,5426.9,,47.8,0.25,4.876
2024-09-01,Ипотека,Сибирь,Зарплатный,Мобильное приложение,369,194,127,3533.2,4293.3,47.0,,3.932
2024-09-01,Ипотека,Сибирь,Массовый,Мобильное приложение,354,177,118,3507.4,4492.7,47.9,2.26,3.208
2024-09-01,Ипотека,Сибирь,Премиум,Мобильное приложение,273,143,95,5480.0,4004.2,38.2,1.19,4.832
2024-09-01,Ипотека,Урал,Зарплатный,Офис,296,153,103,4750.1,3691.3,52.0,1.53,4.841
2024-09-01,Ипотека,Урал,Массовый,Офис,410,222,151,4338.3,4757.3,44.6,2.58,6.682
2024-09-01,Ипотека,Урал,Премиум,Офис,318,160,104,5850.2,3792.5,44.4,0.55,6.157
2024-09-01,Ипотека,Центр,Зарплатный,Мобильное приложение,492,257,171,4895.8,5894.9,58.4,1.7,8.277
2024-09-01,Ипотека,Центр,Массовый,Партнерский канал,542,283,187,4390.0,6273.8,50.5,2.48,8.115
2024-09-01,Ипотека,Центр,Премиум,Мобильное приложение,473,247,164,6809.1,5996.8,49.6,0.76,12.309
2024-09-01,Кредитная карта,Поволжье,Зарплатный,Партнерский канал,490,353,273,135.1,2784.6,74.5,3.51,0.634
2024-09-01,Кредитная карта,Поволжье,Массовый,Офис,673,490,376,104.3,3694.2,71.5,3.9,0.484
2024-09-01,Кредитная карта,Поволжье,Премиум,Офис,373,279,213,186.4,3201.6,68.0,2.86,0.782
2024-09-01,Кредитная карта,Северо-Запад,Зарплатный,Партнерский канал,554,393,314,113.4,3276.7,77.3,3.04,0.099
2024-09-01,Кредитная карта,Северо-Запад,Массовый,Партнерский канал,568,407,322,111.0,3281.1,78.9,4.43,-0.032
2024-09-01,Кредитная карта,Северо-Запад,Премиум,Мобильное приложение,333,250,201,173.5,2759.0,78.8,2.59,0.114
2024-09-01,Кредитная карта,Сибирь,Зарплатный,Мобильное приложение,453,334,268,132.0,2490.3,68.2,3.7,0.523
2024-09-01,Кредитная карта,Сибирь,Массовый,Партнерский канал,599,416,322,111.9,3260.1,66.0,4.36,-0.086
2024-09-01,Кредитная карта,Сибирь,Премиум,Партнерский канал,268,186,148,152.4,2249.4,69.2,2.84,-0.214
2024-09-01,Кредитная карта,Урал,Зарплатный,Мобильное приложение,543,412,325,127.3,2868.8,76.7,3.38,0.494
2024-09-01,Кредитная карта,Урал,Массовый,Мобильное приложение,555,398,314,106.3,2965.9,74.9,3.86,0.188
2024-09-01,Кредитная карта,Урал,Премиум,Офис,354,259,202,,2688.5,68.4,2.91,0.832
2024-09-01,Кредитная карта,Центр,Зарплатный,Мобильное приложение,632,453,359,143.6,4033.2,80.4,3.57,0.898
2024-09-01,Кредитная карта,Центр,Массовый,Мобильное приложение,881,641,511,117.7,4346.5,76.9,3.97,1.211
2024-09-01,Кредитная карта,Центр,Премиум,Мобильное приложение,440,337,273,177.3,4109.1,79.3,2.85,0.525
2024-09-01,Потребительский кредит,Поволжье,Зарплатный,Офис,530,333,244,451.7,3796.0,64.5,4.38,1.831
2024-09-01,Потребительский кредит,Поволжье,Массовый,Офис,614,374,284,407.4,4446.1,59.8,4.65,1.53
2024-09-01,Потребительский кредит,Поволжье,Премиум,Партнерский канал,311,200,146,640.1,2988.9,55.1,3.08,1.712
2024-09-01,Потребительский кредит,Северо-Запад,Зарплатный,Партнерский канал,512,345,245,463.3,3706.8,60.8,3.99,2.386
2024-09-01,Потребительский кредит,Северо-Запад,Массовый,Мобильное приложение,593,364,271,422.5,3631.9,60.9,5.08,2.054
2024-09-01,Потребительский кредит,Северо-Запад,Премиум,Мобильное приложение,308,191,138,538.5,3067.6,58.1,3.58,0.834
2024-09-01,Потребительский кредит,Сибирь,Зарплатный,Офис,463,293,216,427.5,3374.4,48.2,4.06,1.716
2024-09-01,Потребительский кредит,Сибирь,Массовый,Мобильное приложение,563,359,254,396.1,3867.5,57.6,4.74,1.475
2024-09-01,Потребительский кредит,Сибирь,Премиум,Партнерский канал,299,199,146,547.6,2592.5,54.5,2.65,1.394
2024-09-01,Потребительский кредит,Урал,Зарплатный,Офис,459,305,225,387.6,3565.5,64.4,3.76,1.241
2024-09-01,Потребительский кредит,Урал,Массовый,Мобильное приложение,593,374,286,364.5,3466.4,62.2,5.0,1.825
2024-09-01,Потребительский кредит,Урал,Премиум,Офис,326,205,153,598.0,2445.7,56.5,3.26,2.027
2024-09-01,Потребительский кредит,Центр,Зарплатный,Партнерский канал,618,399,295,474.5,4361.2,63.0,4.48,2.591
2024-09-01,Потребительский кредит,Центр,Массовый,Мобильное приложение,784,478,347,394.5,4849.6,62.0,5.14,2.366
2024-09-01,Потребительский кредит,Центр,Премиум,Мобильное приложение,448,312,223,685.3,4286.6,57.9,3.24,3.665
2024-10-01,Вклад,Поволжье,Зарплатный,Мобильное приложение,339,294,265,863.3,1329.4,69.4,0.31,1.596
2024-10-01,Вклад,Поволжье,Массовый,Мобильное приложение,393,347,315,837.1,1753.6,60.4,1.58,1.419
2024-10-01,Вклад,Поволжье,Премиум,Мобильное приложение,226,206,189,,1316.2,63.0,0.29,1.697
2024-10-01,Вклад,Северо-Запад,Зарплатный,Офис,329,298,282,924.1,,78.5,0.29,1.68
2024-10-01,Вклад,Северо-Запад,Массовый,Офис,408,362,325,843.3,1433.4,68.0,1.52,1.875
2024-10-01,Вклад,Северо-Запад,Премиум,Мобильное приложение,176,164,154,1547.2,,67.5,0.2,1.39
2024-10-01,Вклад,Сибирь,Зарплатный,Офис,290,259,240,897.3,1348.0,63.8,0.2,1.136
2024-10-01,Вклад,Сибирь,Массовый,Мобильное приложение,351,322,290,925.5,1601.7,64.0,1.2,1.759
2024-10-01,Вклад,Сибирь,Премиум,Мобильное приложение,170,154,144,1367.5,1293.5,57.7,0.2,0.997
2024-10-01,Вклад,Урал,Зарплатный,Мобильное приложение,274,249,228,926.9,1336.5,74.0,0.4,1.313
2024-10-01,Вклад,Урал,Массовый,Офис,403,364,334,894.7,1584.5,67.1,1.24,1.355
2024-10-01,Вклад,Урал,Премиум,Партнерский канал,194,168,153,1319.4,1244.1,66.0,0.2,1.026
2024-10-01,Вклад,Центр,Зарплатный,Партнерский канал,399,341,316,977.5,1714.6,66.7,0.61,1.988
2024-10-01,Вклад,Центр,Массовый,Офис,493,418,383,978.0,1766.4,64.7,1.52,2.368
2024-10-01,Вклад,Центр,Премиум,Мобильное приложение,243,219,197,1409.7,1745.2,59.5,0.39,1.234
2024-10-01,Ипотека,Поволжье,Зарплатный,Мобильное приложение,442,231,153,4164.7,6335.2,48.8,1.03,5.373
2024-10-01,Ипотека,Поволжье,Массовый,Партнерский канал,486,255,162,3602.4,6280.0,52.4,2.07,4.537
2024-10-01,Ипотека,Поволжье,Премиум,Офис,346,186,124,5347.5,4695.7,46.9,0.59,6.614
2024-10-01,Ипотека,Северо-Запад,Зарплатный,Офис,373,174,115,3936.1,,48.8,1.97,3.71
2024-10-01,Ипотека,Северо-Запад,Массовый,Мобильное приложение,393,206,136,4027.8,4753.5,43.4,2.77,4.952
2024-10-01,Ипотека,Северо-Запад,Премиум,Мобильное приложение,236,126,88,6504.1,4055.6,41.2,0.77,5.643
2024-10-01,Ипотека,Сибирь,Зарплатный,Офис,320,168,109,4270.1,4390.8,46.4,1.69,4.156
2024-10-01,Ипотека,Сибирь,Массовый,Мобильное приложение,366,169,110,4229.4,4643.8,47.0,2.08,3.75
2024-10-01,Ипотека,Сибирь,Премиум,Офис,359,179,118,6273.4,4821.5,42.1,1.4,7.866
2024-10-01,Ипотека,Урал,Зарплатный,Мобильное приложение,387,194,131,4130.7,4728.2,48.1,1.13,5.101
2024-10-01,Ипотека,Урал,Массовый,Офис,356,163,107,3566.4,4656.1,42.8,1.95,2.555
2024-10-01,Ипотека,Урал,Премиум,Мобильное приложение,328,176,117,6562.3,4306.6,37.1,0.94,8.314
2024-10-01,Ипотека,Центр,Зарплатный,Офис,448,230,148,4473.8,6088.3,53.0,1.29,5.893
2024-10-01,Ипотека,Центр,Массовый,Офис,484,239,157,4691.8,6469.3,48.9,2.47,6.804
2024-10-01,Ипотека,Центр,Премиум,Мобильное приложение,380,175,115,7048.4,5164.4,46.4,0.21,8.511
2024-10-01,Кредитная карта,Поволжье,Зарплатный,Мобильное приложение,620,432,344,121.3,3050.4,75.4,3.74,0.633
2024-10-01,Кредитная карта,Поволжье,Массовый,Мобильное приложение,787,548,432,,4119.3,74.7,4.03,0.489
2024-10-01,Кредитная карта,Поволжье,Премиум,Офис,357,270,220,,3036.7,64.0,3.32,0.668
2024-10-01,Кредитная карта,Северо-Запад,Зарплатный,Мобильное приложение,615,465,376,113.4,3193.5,77.4,3.01,0.581
2024-10-01,Кредитная карта,Северо-Запад,Массовый,Мобильное приложение,696,489,391,110.5,3462.6,71.2,4.2,0.603
2024-10-01,Кредитная карта,Северо-Запад,Премиум,Офис,384,287,227,152.2,2788.4,76.4,2.82,0.456
2024-10-01,Кредитная карта,Сибирь,Зарплатный,Мобильное приложение,482,351,271,124.5,2547.7,75.2,2.44,0.483
2024-10-01,Кредитная карта,Сибирь,Массовый,Мобильное приложение,583,422,337,102.8,3093.4,68.7,4.07,0.214
2024-10-01,Кредитная карта,Сибирь,Премиум,Мобильное приложение,345,250,202,166.4,2533.1,71.9,2.2,0.924
2024-10-01,Кредитная карта,Урал,Зарплатный,Офис,533,382,304,,3089.3,76.1,3.88,0.811
2024-10-01,Кредитная карта,Урал,Массовый,Мобильное приложение,678,481,378,116.5,2934.8,75.9,3.72,1.032
2024-10-01,Кредитная карта,Урал,Премиум,Мобильное приложение,394,289,220,190.3,2868.0,68.1,3.52,0.834
2024-10-01,Кредитная карта,Центр,Зарплатный,Партнерский канал,666,500,405,,3884.4,82.1,3.43,0.684
2024-10-01,Кредитная карта,Центр,Массовый,Мобильное приложение,866,631,505,132.7,4065.5,84.1,3.79,1.702
2024-10-01,Кредитная карта,Центр,Премиум,Партнерский канал,503,373,287,172.8,4151.5,69.8,2.44,0.615
2024-10-01,Потребительский кредит,Поволжье,Зарплатный,Мобильное приложение,585,376,282,401.7,3831.8,61.5,4.11,1.978
2024-10-01,Потребительский кредит,Поволжье,Массовый,Партнерский канал,629,394,274,329.4,3680.0,54.1,5.48,1.221
2024-10-01,Потребительский кредит,Поволжье,Премиум,Мобильное приложение,373,233,173,556.0,3324.8,54.1,3.42,1.595
2024-10-01,Потребительский кредит,Северо-Запад,Зарплатный,Офис,530,334,228,446.0,3912.8,59.3,4.04,1.639
2024-10-01,Потребительский кредит,Северо-Запад,Массовый,Офис,632,390,278,396.6,3367.4,61.2,4.58,2.24
2024-10-01,Потребительский кредит,Северо-Запад,Премиум,Офис,395,256,192,568.7,3521.2,61.4,3.75,1.883
2024-10-01,Потребительский кредит,Сибирь,Зарплатный,Мобильное приложение,478,297,221,403.5,3474.4,59.1,4.01,1.356
2024-10-01,Потребительский кредит,Сибирь,Массовый,Мобильное приложение,558,358,275,353.9,3383.2,55.1,4.64,1.405
2024-10-01,Потребительский кредит,Сибирь,Премиум,Мобильное приложение,313,212,157,617.2,2817.6,55.8,3.43,1.827
2024-10-01,Потребительский кредит,Урал,Зарплатный,Мобильное приложение,512,337,242,414.7,3452.4,62.2,3.88,1.723
2024-10-01,Потребительский кредит,Урал,Массовый,Партнерский канал,572,369,266,,3015.5,56.6,5.67,2.048
2024-10-01,Потребительский кредит,Урал,Премиум,Офис,386,243,170,717.0,3256.8,52.6,3.61,2.761
2024-10-01,Потребительский кредит,Центр,Зарплатный,Офис,698,459,336,446.5,4692.3,63.8,4.01,2.896
2024-10-01,Потребительский кредит,Центр,Массовый,Мобильное приложение,790,487,363,387.9,4947.0,63.0,4.98,2.271
2024-10-01,Потребительский кредит,Центр,Премиум,Мобильное приложение,461,282,207,633.0,4201.4,53.4,,2.652
2024-11-01,Вклад,Поволжье,Зарплатный,Мобильное приложение,401,348,313,899.6,,69.3,0.57,1.539
2024-11-01,Вклад,Поволжье,Массовый,Офис,433,393,364,895.1,1640.7,65.7,1.71,1.996
2024-11-01,Вклад,Поволжье,Премиум,Мобильное приложение,269,237,218,1237.9,1574.2,65.2,0.2,1.495
2024-11-01,Вклад,Северо-Запад,Зарплатный,Офис,287,263,252,947.9,1468.9,71.8,0.2,1.126
