client_id,avg_monthly_spend_rub,credit_limit_rub,utilization_pct,full_pay_ratio_pct,overdue_events_6m,cash_advance_share_pct,installment_share_pct,digital_engagement_index,deposit_balance_rub,travel_spend_share_pct,interest_income_rub,interchange_income_rub,fee_income_rub,risk_cost_rub,total_margin_rub,latent_cluster_name,kmeans_cluster,pc1,pc2,pc3,recommended_action
CL00661,112840.43,195161.01,36.4,83.49,0.0,4.81,33.26,76.2,178129.08,16.79,215.32,930.78,249.12,134.71,1260.51,Оптимизаторы рассрочки,3,-0.6200508672250832,-1.1880978939483868,-0.12711641010993444,Без кампании на этом этапе
CL00662,118482.59,139813.29,43.54,72.69,0.25,4.28,41.65,66.8,193746.08,14.4,276.5,907.47,458.3,494.46,1147.81,Оптимизаторы рассрочки,3,0.042432952185535645,-1.0776934722962295,-0.08503276346409828,Без кампании на этом этапе
CL00663,112348.69,236767.11,56.07,87.07,1.33,0.68,43.15,68.8,159426.64,15.33,352.91,967.32,312.3,3720.24,-2087.71,Оптимизаторы рассрочки,3,0.4627220248507326,0.44642899382266593,2.5324153272365204,Без кампании на этом этапе
CL00664,82109.78,264191.3,54.2,68.4,0.59,3.7,22.47,79.3,220039.83,16.37,1200.06,744.39,184.39,1521.43,607.4,Оптимизаторы рассрочки,3,-0.01658060579779982,-0.15974638897037302,0.5127025344139958,Без кампании на этом этапе
CL00665,90932.87,358726.63,32.42,61.98,0.21,5.59,45.02,77.3,193898.79,23.82,1205.37,683.24,358.32,426.67,1820.26,Оптимизаторы рассрочки,3,-0.25715862082378044,-1.2507592927555127,-0.503135399170871,Без кампании на этом этапе
CL00666,108834.86,280231.61,37.84,45.11,0.2,5.87,50.47,70.0,150968.94,18.57,1416.79,1024.23,768.91,670.49,2539.44,Оптимизаторы рассрочки,3,0.47129765403062873,-1.8073442902801102,-0.89978883655558,Без кампании на этом этапе
CL00667,104556.21,219477.04,48.46,67.01,0.69,0.94,42.55,71.8,183180.5,19.81,874.52,858.39,499.64,892.16,1340.38,Оптимизаторы рассрочки,3,0.17342978754187394,-1.001680227557212,0.23756285105422234,Без кампании на этом этапе
CL00668,105011.6,195511.85,33.81,81.11,0.16,4.52,32.49,90.1,68328.6,15.59,223.57,757.65,352.55,302.05,1031.72,Оптимизаторы рассрочки,3,-0.47607675070202937,-1.4474165768380247,0.40291900005020803,Без кампании на этом этапе
CL00669,110621.62,217177.2,44.08,80.98,0.0,9.37,30.06,59.7,118813.31,17.83,461.4,1076.44,204.29,262.24,1479.89,Оптимизаторы рассрочки,3,-0.041746542251840615,-0.8304554360857946,-0.4753438242806663,Без кампании на этом этапе
CL00670,97009.66,209731.7,66.96,77.58,0.12,8.8,24.79,96.0,184896.34,25.42,730.95,905.36,378.02,363.55,1650.77,Оптимизаторы рассрочки,3,-0.43003258891146584,-1.5642225938213659,0.28048889319257864,Без кампании на этом этапе
CL00671,129859.05,340449.13,39.25,70.73,0.0,3.36,49.16,72.3,281780.61,20.46,741.46,1336.18,972.6,94.09,2956.15,Оптимизаторы рассрочки,3,-0.46686410444854637,-2.1878139829215417,-1.024739151494685,Без кампании на этом этапе
CL00672,142715.32,175423.25,46.38,73.17,0.32,0.0,31.36,69.0,135044.74,13.66,372.23,1065.78,272.37,284.76,1425.63,Оптимизаторы рассрочки,3,-0.1373887229320832,-1.4672929962736643,0.27883417067637994,Без кампании на этом этапе
CL00673,99739.66,259042.15,42.05,71.13,0.0,4.32,27.62,67.1,218567.45,17.4,847.07,920.15,218.1,120.89,1864.42,Оптимизаторы рассрочки,3,-0.3747769921347724,-0.8371650170985244,-0.7488590961353566,Без кампании на этом этапе
CL00674,123481.9,266715.37,59.21,67.89,0.03,2.0,40.22,63.0,64897.39,14.67,853.72,1238.33,484.17,133.34,2442.88,Оптимизаторы рассрочки,3,0.4600175844044738,-1.9154966471765853,-0.784852781796343,Без кампании на этом этапе
CL00675,115517.52,286944.91,44.74,62.01,0.0,0.0,28.53,76.9,165413.76,19.09,1128.57,1201.29,290.81,0.0,2620.67,Оптимизаторы рассрочки,3,-0.4423588213371468,-1.7690799846942564,-0.7055049808760258,Без кампании на этом этапе
CL00676,66621.71,251547.54,43.2,76.35,0.0,7.26,29.8,53.9,96733.71,15.7,645.87,543.93,286.4,203.14,1273.06,Оптимизаторы рассрочки,3,0.2397656110032571,-0.013966565566369736,-1.0144605868813001,Без кампании на этом этапе
CL00677,142516.13,265600.99,56.52,75.92,0.41,7.23,49.13,76.6,243689.59,19.91,997.77,1557.37,676.78,1048.95,2182.97,Оптимизаторы рассрочки,3,0.08608422647487167,-2.155302694192061,0.06335671596132667,Без кампании на этом этапе
CL00678,100827.4,122842.05,60.78,67.19,0.38,4.74,36.22,68.7,231797.51,28.37,384.87,847.57,247.86,405.96,1074.34,Оптимизаторы рассрочки,3,-0.09075422592811978,-0.7238897924402365,0.12501391845793616,Без кампании на этом этапе
CL00679,135824.37,149406.81,33.19,74.43,0.17,7.42,42.7,77.2,172293.86,8.56,197.89,1310.74,897.02,670.02,1735.63,Оптимизаторы рассрочки,3,-0.0017658272501752913,-1.831816297166683,-0.10284480564473006,Без кампании на этом этапе
CL00680,131570.61,200603.83,37.83,75.74,0.45,7.51,47.51,82.5,241610.2,16.01,327.1,1347.31,816.06,563.96,1926.51,Оптимизаторы рассрочки,3,-0.1338095878595116,-1.897824316622138,0.13961019462733362,Без кампании на этом этапе
CL00681,114846.49,256103.84,41.96,62.52,0.0,10.83,29.01,76.4,134094.1,16.54,619.32,1154.76,281.4,303.11,1752.36,Оптимизаторы рассрочки,3,0.014229573961061986,-1.3823318788470556,-0.28031752190828096,Без кампании на этом этапе
CL00682,107999.53,118799.49,36.56,72.51,0.69,5.99,36.03,60.2,222662.46,23.87,209.65,833.64,371.79,1440.85,-25.77,Оптимизаторы рассрочки,3,-0.14242914206245885,0.10179575879727572,0.7529876460640239,Без кампании на этом этапе
CL00683,84324.07,255544.55,48.26,71.54,0.0,2.5,37.11,79.5,198727.95,12.06,885.33,855.26,359.92,69.98,2030.54,Оптимизаторы рассрочки,3,-0.09061635543355623,-1.3126913161419227,-0.8533934103780787,Без кампании на этом этапе
CL00684,120312.92,222540.15,46.53,79.46,0.0,6.43,43.26,81.8,68118.4,25.31,460.26,1244.85,465.43,179.98,1990.56,Оптимизаторы рассрочки,3,-0.3293760147231483,-2.1755578453486764,-0.13601974985769644,Без кампании на этом этапе
CL00685,113454.25,235631.62,42.58,70.88,0.0,3.12,39.13,66.6,172148.95,19.3,741.72,971.47,392.15,87.35,2017.98,Оптимизаторы рассрочки,3,-0.23882849929563676,-1.4183291389409927,-0.7116602857802958,Без кампании на этом этапе
CL00686,115446.07,163916.03,48.82,59.61,0.0,8.79,39.63,74.9,176684.18,19.75,858.28,1248.67,324.94,246.24,2185.65,Оптимизаторы рассрочки,3,0.10151094266145747,-1.741364657760965,-0.5890291008671997,Без кампании на этом этапе
CL00687,80155.13,302000.55,65.28,84.96,0.64,3.88,40.93,74.4,67406.45,12.75,781.01,655.3,474.71,748.74,1162.29,Оптимизаторы рассрочки,3,0.7438666054516535,-0.9042927803529905,0.18919318100134053,Без кампании на этом этапе
CL00688,109841.47,230294.94,52.84,70.32,0.14,1.87,33.5,71.4,178037.67,21.4,900.41,914.75,344.65,177.38,1982.43,Оптимизаторы рассрочки,3,-0.24014399183466778,-1.3634601169743632,-0.417810829003413,Без кампании на этом этапе
CL00689,108885.69,293798.78,50.93,66.13,0.11,6.72,32.45,50.8,132828.42,21.21,1392.12,766.7,273.7,343.05,2089.47,Оптимизаторы рассрочки,3,0.2842865468215739,-0.8470523480556927,-0.884619579070278,Без кампании на этом этапе
CL00690,106109.14,295728.26,39.25,56.3,0.0,5.81,30.49,73.5,195975.72,12.65,1370.04,822.52,287.59,162.58,2317.57,Оптимизаторы рассрочки,3,-0.004940783625718327,-1.3492937686373794,-0.8599739777704823,Без кампании на этом этапе
CL00691,117127.66,131292.99,48.97,73.79,0.2,2.85,28.68,85.7,172780.15,18.13,281.94,1028.33,377.82,566.42,1121.66,Оптимизаторы рассрочки,3,-0.4730011071453165,-1.3715375605683837,0.43051777339242614,Без кампании на этом этапе
CL00692,127736.9,259510.69,69.66,79.71,0.12,4.94,51.06,79.0,148817.35,15.26,718.63,1081.01,792.13,348.87,2242.9,Оптимизаторы рассрочки,3,0.38643661152584735,-2.4438874966701785,-0.30593825442164685,Без кампании на этом этапе
CL00693,148511.0,163362.1,51.95,78.13,0.0,1.01,20.76,74.1,151864.87,22.21,311.63,1590.77,407.57,28.34,2281.62,Оптимизаторы рассрочки,3,-0.7789247746895019,-1.9098865789883381,-0.05930789270377875,Без кампании на этом этапе
CL00694,100242.61,221373.53,55.98,82.67,0.7,5.68,47.75,85.4,94391.89,18.38,549.48,876.4,692.18,2228.7,-110.64,Оптимизаторы рассрочки,3,0.3347644416060574,-1.0197655624085622,1.267572353416551,Без кампании на этом этапе
CL00695,116426.65,128069.31,54.75,76.1,0.58,0.07,40.19,60.9,143699.15,23.15,253.2,986.71,508.7,1382.91,365.7,Оптимизаторы рассрочки,3,0.05484572802612597,-0.6007846089053615,0.6339709600845662,Без кампании на этом этапе
CL00696,88188.54,321897.18,40.33,68.15,0.75,4.33,48.51,74.7,150749.6,14.88,967.88,714.28,394.61,2259.76,-182.99,Оптимизаторы рассрочки,3,0.4441729593534335,-0.35562831709477083,0.8129495540297662,Без кампании на этом этапе
CL00697,121420.53,227928.66,42.74,65.62,0.48,4.82,43.3,66.5,232732.69,16.89,593.55,1285.55,409.54,967.48,1321.16,Оптимизаторы рассрочки,3,0.14569134103323814,-1.0500669364109971,0.041162524447996306,Без кампании на этом этапе
CL00698,72635.62,260002.0,47.73,64.26,0.57,3.02,39.21,63.9,246724.2,8.73,923.49,684.0,182.73,733.8,1056.42,Оптимизаторы рассрочки,3,0.5878540744383574,-0.08169171102492234,-0.418260030655345,Без кампании на этом этапе
CL00699,142233.7,156457.07,48.24,82.95,0.56,5.88,48.29,75.4,215740.85,16.5,215.86,1439.01,877.71,1150.68,1381.9,Оптимизаторы рассрочки,3,0.026105629518252384,-1.7339289039083567,0.5378826267333364,Без кампании на этом этапе
CL00700,98205.82,249105.75,39.0,65.63,0.56,0.0,43.97,58.4,213880.41,19.87,890.99,881.58,351.31,1525.57,598.3,Оптимизаторы рассрочки,3,0.050224793835653495,-0.2519085984215157,0.050571782211927804,Без кампании на этом этапе
CL00701,108315.5,235531.93,30.02,60.89,0.04,0.0,31.27,80.9,156024.95,20.85,439.13,1099.49,467.48,31.6,1974.5,Оптимизаторы рассрочки,3,-0.7030068764373121,-1.5014580220027347,-0.39513440730075156,Без кампании на этом этапе
CL00702,143566.01,157922.61,35.74,80.72,0.26,6.54,42.03,73.9,166798.15,24.63,238.18,1525.85,573.89,820.78,1517.14,Оптимизаторы рассрочки,3,-0.5466874070949801,-1.7484863740792473,0.32242804041118955,Без кампании на этом этапе
CL00703,114333.12,209121.41,47.0,67.65,0.41,0.0,23.72,64.8,178166.18,26.55,849.51,1085.03,371.65,627.9,1678.29,Оптимизаторы рассрочки,3,-0.47185391534782894,-0.781269580356711,0.0022352575770568663,Без кампании на этом этапе
CL00704,104609.47,257225.54,36.97,62.03,0.2,5.81,33.45,81.4,221293.6,21.07,844.86,891.31,246.31,554.48,1428.01,Оптимизаторы рассрочки,3,-0.42005181453420465,-1.1338900423097442,-0.039613101128302984,Без кампании на этом этапе
CL00705,128175.39,296392.57,49.22,76.29,0.22,3.63,55.42,64.3,229509.43,25.31,556.41,1171.57,688.34,334.44,2081.88,Оптимизаторы рассрочки,3,-0.13858942299083568,-1.804347881409193,-0.4894087940576133,Без кампании на этом этапе
CL00706,108843.1,166079.93,44.17,67.85,0.0,6.07,42.63,82.8,173502.48,27.25,518.43,978.38,597.05,169.89,1923.97,Оптимизаторы рассрочки,3,-0.47344840676740857,-1.8258268573814953,-0.31121125067320426,Без кампании на этом этапе
CL00707,161549.54,177704.49,50.47,75.38,0.0,3.94,52.46,70.5,118217.11,11.15,342.84,1285.18,953.7,110.39,2471.34,Оптимизаторы рассрочки,3,0.2504875771577222,-2.7966598721274107,-0.4276245635522427,Без кампании на этом этапе
CL00708,100322.72,241912.51,39.22,75.85,0.15,7.17,23.04,70.6,236433.93,14.62,570.19,723.01,282.75,604.69,971.25,Оптимизаторы рассрочки,3,-0.39108595216762015,-0.3685683160995444,-0.09997101046039794,Без кампании на этом этапе
CL00709,84899.47,280263.43,34.5,62.51,0.05,6.72,33.41,77.7,162042.99,23.86,663.89,773.31,439.29,261.41,1615.08,Оптимизаторы рассрочки,3,-0.387829991833526,-0.9616232112016863,-0.48515100319805116,Без кампании на этом этапе
CL00710,92284.34,136172.63,54.61,80.77,0.74,7.22,42.96,60.0,108048.81,17.13,332.94,1007.92,509.84,1786.5,64.2,Оптимизаторы рассрочки,3,0.7116505646957884,-0.11909724201123494,0.6183426264222108,Без кампании на этом этапе
CL00711,72594.54,196556.64,45.25,66.92,0.39,0.0,41.44,78.4,200611.37,18.47,756.41,665.98,222.84,687.14,958.09,Оптимизаторы рассрочки,3,-0.08737937551649672,-0.6441268762266322,-0.1191012439023349,Без кампании на этом этапе
CL00712,76563.86,394275.94,50.42,84.04,0.0,8.3,49.47,71.0,80984.11,25.67,868.74,791.05,521.46,232.48,1948.78,Оптимизаторы рассрочки,3,0.062022354760104176,-1.376190893267069,-0.8527228478541878,Без кампании на этом этапе
CL00713,86101.04,133461.47,53.71,67.74,0.36,6.06,19.46,70.3,128386.38,22.24,398.27,691.55,139.23,1006.74,222.32,Оптимизаторы рассрочки,3,-0.03982384655552169,0.018192057038348475,0.5147888252662475,Без кампании на этом этапе
CL00714,131443.1,216839.07,38.01,79.54,0.65,8.36,35.54,73.0,238411.34,20.81,398.82,1121.53,300.27,708.09,1112.53,Оптимизаторы рассрочки,3,-0.2804551417921755,-0.9786788624291474,0.6849703800982523,Без кампании на этом этапе
CL00715,112105.35,211156.21,42.67,61.57,0.0,7.17,41.36,74.4,248795.96,25.93,714.35,949.45,505.03,200.78,1968.05,Оптимизаторы рассрочки,3,-0.39180888799650226,-1.4962994162998664,-0.5542856138305816,Без кампании на этом этапе
CL00716,135418.73,240664.89,23.05,84.8,0.0,2.29,30.44,86.3,228813.43,21.44,136.5,1010.09,532.24,64.09,1614.75,Оптимизаторы рассрочки,3,-1.4244833955690908,-1.709052973209042,0.15393171902159292,Без кампании на этом этапе
CL00717,96197.31,233412.12,43.37,66.9,0.13,4.83,38.72,80.9,223907.64,9.57,865.5,705.27,455.68,377.82,1648.63,Оптимизаторы рассрочки,3,0.03841200241120257,-1.2693007052794727,-0.46697005091367455,Без кампании на этом этапе
CL00718,122663.71,201992.96,42.55,74.3,0.0,12.74,43.93,65.1,222686.41,24.25,336.01,1282.27,392.04,356.82,1653.5,Оптимизаторы рассрочки,3,-0.1557508377339088,-1.32689291842022,-0.4419629219374575,Без кампании на этом этапе
CL00719,120323.79,132356.17,45.86,62.27,0.0,6.63,36.1,75.9,38664.9,13.56,472.68,984.83,415.83,185.67,1687.67,Оптимизаторы рассрочки,3,0.3049525617726182,-1.784784410762896,-0.21453380447313875,Без кампании на этом этапе
CL00720,107184.5,170168.63,37.07,79.69,0.0,0.82,33.37,70.5,118591.68,16.54,326.47,1010.69,419.55,23.01,1733.71,Оптимизаторы рассрочки,3,-0.46866157998167685,-1.2642921238244174,-0.5098187115008967,Без кампании на этом этапе
CL00721,92496.59,159101.82,49.92,68.74,1.07,8.22,28.93,57.4,184143.02,21.32,575.55,870.66,204.27,1360.96,289.51,Оптимизаторы рассрочки,3,0.5716081138477066,0.46504469657964154,0.8261175385949454,Без кампании на этом этапе
CL00722,109514.4,168289.53,47.06,92.43,0.6,3.86,44.37,68.3,233019.84,22.56,116.66,1165.07,722.25,819.89,1184.09,Оптимизаторы рассрочки,3,-0.28321755641694796,-0.8784128651647055,0.2578963297593551,Без кампании на этом этапе
CL00723,130282.32,308939.42,62.26,72.58,0.0,2.29,53.35,65.2,185434.52,19.84,1082.38,1148.6,1095.49,63.99,3262.49,Оптимизаторы рассрочки,3,0.2185010796642979,-2.5114586506514596,-1.2054256894474906,Без кампании на этом этапе
CL00724,117515.78,256141.08,37.06,70.06,0.0,5.2,26.57,57.1,129528.33,6.75,486.16,893.02,468.41,145.73,1701.86,Оптимизаторы рассрочки,3,0.15843152190590348,-0.8338999936397918,-0.7332964946174249,Без кампании на этом этапе
CL00725,142253.73,165641.8,46.25,63.89,0.22,3.81,34.86,67.2,171436.0,23.57,511.15,1295.85,745.55,604.15,1948.41,Оптимизаторы рассрочки,3,-0.23275485482200708,-1.649647036890185,-0.05753172145897372,Без кампании на этом этапе
CL00726,72095.36,199235.12,41.86,75.66,0.3,5.12,36.62,81.8,136795.91,19.98,347.28,746.34,296.55,915.95,474.21,Оптимизаторы рассрочки,3,-0.19487839107359028,-0.5181401639837032,0.23374128796880558,Без кампании на этом этапе
CL00727,64566.83,199652.2,42.1,84.28,0.3,8.48,43.94,71.1,209119.68,13.36,219.33,469.72,269.91,739.02,219.95,Оптимизаторы рассрочки,3,0.14849965332651682,-0.04517072618209441,-0.11062649876543187,Без кампании на этом этапе
CL00728,85942.54,170558.33,43.68,90.21,0.0,4.49,34.19,98.0,213765.23,11.82,203.83,746.58,389.36,125.73,1214.04,Оптимизаторы рассрочки,3,-0.6881229780100746,-1.3910282221724715,-0.015530058767234034,Без кампании на этом этапе
CL00729,116001.41,226099.62,51.04,81.37,0.67,4.76,32.69,74.8,181789.12,19.09,549.54,913.59,263.29,1228.67,497.74,Оптимизаторы рассрочки,3,-0.08195621735536153,-0.6988759140493258,0.9384092133419941,Без кампании на этом этапе
CL00730,103073.65,201326.07,48.47,78.39,0.22,5.42,48.32,77.7,178738.09,17.92,525.63,798.67,525.5,459.19,1390.61,Оптимизаторы рассрочки,3,-0.001731996338368778,-1.4552580657984433,-0.14167714705385334,Без кампании на этом этапе
CL00731,114228.52,315951.8,35.5,73.45,0.63,11.7,26.39,82.4,139775.32,23.8,825.19,1138.94,356.96,1080.41,1240.68,Оптимизаторы рассрочки,3,-0.24173749172792244,-0.9660412583738361,0.788424409874322,Без кампании на этом этапе
CL00732,81296.2,261497.26,49.54,71.08,0.0,1.19,43.15,69.0,201783.03,26.65,761.18,640.92,398.5,33.36,1767.24,Оптимизаторы рассрочки,3,-0.3749411147027746,-1.035188077631991,-0.86008819461528,Без кампании на этом этапе
CL00733,118954.06,355283.0,44.41,68.71,0.38,7.26,32.14,69.1,166521.08,22.61,1144.56,921.46,576.52,1271.19,1371.35,Оптимизаторы рассрочки,3,-0.09227822814192639,-0.996901722052517,0.18226924133355757,Без кампании на этом этапе
CL00734,74669.23,242895.32,44.03,61.1,0.03,3.17,40.28,74.1,172140.6,16.72,1102.42,560.83,205.68,180.41,1688.51,Оптимизаторы рассрочки,3,0.051866247647431855,-0.974613108762397,-0.8646685761355402,Без кампании на этом этапе
CL00735,125004.18,266390.39,35.6,80.01,0.0,2.97,41.62,64.0,251037.2,8.98,394.79,1046.59,781.02,83.29,2139.11,Оптимизаторы рассрочки,3,-0.2556765388608459,-1.4388052086660639,-0.8987323960266921,Без кампании на этом этапе
CL00736,109479.38,207797.28,34.72,51.98,0.35,5.61,32.95,78.2,137844.95,20.66,831.51,1049.83,537.99,1111.76,1307.57,Оптимизаторы рассрочки,3,-0.056497836308348946,-1.1205929909007424,0.18519823751695869,Без кампании на этом этапе
CL00737,108371.59,207182.73,48.42,62.7,0.06,5.23,47.04,75.2,240053.09,15.15,568.1,779.23,566.81,272.48,1641.66,Оптимизаторы рассрочки,3,0.09950004545760087,-1.5027635936251067,-0.5198152676973844,Без кампании на этом этапе
CL00738,127164.73,205877.15,56.7,81.26,0.11,3.44,36.74,71.5,233647.74,15.72,459.99,1155.9,714.58,302.84,2027.63,Оптимизаторы рассрочки,3,-0.2094552809584988,-1.630706502711968,-0.3667330127030495,Без кампании на этом этапе
CL00739,101322.37,266763.08,70.39,61.21,0.12,8.35,45.92,75.1,174658.37,6.48,1523.82,1103.82,679.7,464.6,2842.74,Оптимизаторы рассрочки,3,1.0919457955219762,-2.021605463279938,-1.0825749070426536,Без кампании на этом этапе
CL00740,82403.54,339483.2,45.77,70.02,0.15,9.54,34.15,66.4,108192.14,15.44,1293.5,863.38,360.76,411.17,2106.47,Оптимизаторы рассрочки,3,0.4122363601191406,-0.9108982982858509,-0.8823686952370858,Без кампании на этом этапе
CL00741,84638.83,297121.24,53.26,82.49,0.46,7.32,35.42,78.2,249272.59,10.21,467.05,726.61,192.37,1596.98,-210.95,Оптимизаторы рассрочки,3,0.1440881074630748,-0.11293890291823033,0.6338406012214267,Без кампании на этом этапе
CL00742,92239.18,177791.53,43.27,62.6,0.32,5.11,40.65,64.6,188412.16,29.22,600.37,954.32,572.49,622.06,1505.12,Оптимизаторы рассрочки,3,-0.12724584993078614,-0.7404287837586881,-0.3642213653262791,Без кампании на этом этапе
CL00743,113273.15,250876.08,43.98,64.22,0.44,9.08,40.88,85.6,140482.09,16.29,678.9,1030.09,643.02,1335.2,1016.8,Оптимизаторы рассрочки,3,0.24365454557147662,-1.4267087943369547,0.5585470124882461,Без кампании на этом этапе
CL00744,124179.68,182553.0,55.72,62.33,0.04,2.58,27.94,66.0,254072.31,14.97,763.7,1027.42,361.89,194.56,1958.45,Оптимизаторы рассрочки,3,-0.10211077449631835,-1.2191881084752159,-0.5578221286571216,Без кампании на этом этапе
CL00745,83882.98,173101.71,56.07,76.06,0.37,13.0,51.81,75.0,234077.85,29.18,512.66,659.4,477.77,1197.11,452.71,Оптимизаторы рассрочки,3,0.14356321757785653,-0.6782854313486034,0.2795891903138722,Без кампании на этом этапе
CL00746,86011.14,282031.75,42.73,69.06,0.23,5.76,45.59,81.8,55570.79,17.84,745.23,861.57,363.19,347.71,1622.28,Оптимизаторы рассрочки,3,0.2517894536835144,-1.5117155137038194,-0.2615355513586612,Без кампании на этом этапе
CL00747,101439.07,111582.98,55.1,72.7,0.14,7.69,50.92,81.4,182283.7,10.57,308.37,739.67,681.05,633.96,1095.12,Оптимизаторы рассрочки,3,0.44492429575780335,-1.5303790635252843,-0.11485641782756519,Без кампании на этом этапе
CL00748,82176.02,333519.64,54.97,67.3,0.39,6.37,33.5,85.9,223975.79,14.62,1163.85,664.41,258.54,1198.75,888.05,Оптимизаторы рассрочки,3,0.13427142927577176,-0.7551250772314383,0.22678989789895748,Без кампании на этом этапе
CL00749,117585.64,187187.13,17.48,69.39,0.17,2.76,40.96,59.8,241985.88,18.4,257.85,1120.75,685.44,483.72,1580.32,Оптимизаторы рассрочки,3,-0.5723055164833211,-0.8338870331176625,-0.5969911682047718,Без кампании на этом этапе
CL00750,101927.17,339902.02,38.51,64.71,0.0,4.16,30.42,66.4,159001.44,13.89,734.37,1113.95,206.97,116.43,1938.86,Оптимизаторы рассрочки,3,-0.07602439930799329,-1.0156392390236828,-0.8135904278066971,Без кампании на этом этапе
CL00751,124075.63,226355.73,46.53,68.65,1.06,8.46,38.25,68.1,275442.98,7.42,758.64,1046.96,614.17,2406.28,13.49,Оптимизаторы рассрочки,3,0.7030424424960025,-0.20638875402615828,1.1985825687447798,Без кампании на этом этапе
CL00752,84181.25,194302.29,28.53,67.43,0.13,9.57,41.75,77.6,56148.05,5.78,410.79,661.27,294.65,462.09,904.62,Оптимизаторы рассрочки,3,0.4877591205530467,-0.9379602870866529,-0.26186453878474325,Без кампании на этом этапе
CL00753,136402.65,271276.27,55.13,51.72,0.01,5.61,45.66,56.1,176082.75,11.51,1687.38,1371.01,474.1,165.57,3366.91,Оптимизаторы рассрочки,3,0.7902760358756193,-2.1670524166084375,-1.4539622908679468,Без кампании на этом этапе
CL00754,102833.56,382704.77,48.05,74.45,0.04,1.4,27.09,71.9,191316.09,18.24,1142.68,969.49,316.13,141.52,2286.78,Оптимизаторы рассрочки,3,-0.43994841420080116,-1.2432737435216115,-0.727846945434543,Без кампании на этом этапе
CL00755,117962.39,220331.1,35.17,71.27,0.32,6.16,43.17,68.6,141864.68,13.0,387.7,1107.63,582.09,417.78,1659.64,Оптимизаторы рассрочки,3,0.19265776984437422,-1.3372789430526788,-0.23507246063755907,Без кампании на этом этапе
CL00756,104214.05,337304.08,54.72,68.53,0.0,2.01,39.75,78.2,145073.1,16.47,968.68,764.0,525.67,56.21,2202.14,Оптимизаторы рассрочки,3,-0.0009795334866362273,-1.8124604765884982,-0.6546358102457233,Без кампании на этом этапе
CL00757,105793.09,155808.53,28.85,78.37,0.12,2.03,46.46,80.0,135818.91,18.04,232.63,749.43,386.6,307.0,1061.67,Оптимизаторы рассрочки,3,-0.506075087835762,-1.4043423187545134,-0.01776812075678357,Без кампании на этом этапе
CL00758,123952.68,147878.79,56.52,74.25,0.12,10.74,37.38,72.5,213020.03,22.65,460.13,943.3,464.63,454.14,1413.92,Оптимизаторы рассрочки,3,-0.057423502912661205,-1.3737638596125656,0.02423756029092189,Без кампании на этом этапе
CL00759,85909.52,94500.47,41.89,73.75,0.32,8.91,36.62,91.9,122707.67,11.19,207.05,668.96,484.72,549.43,811.3,Оптимизаторы рассрочки,3,0.13736515896345783,-1.101499103044095,0.3739100252607944,Без кампании на этом этапе
CL00760,130106.05,149435.19,41.9,84.9,0.23,2.68,48.66,78.4,187276.81,18.65,181.34,1221.94,663.52,413.72,1653.08,Оптимизаторы рассрочки,3,-0.4091081425959762,-1.9223031890479563,0.044802650172104296,Без кампании на этом этапе
CL00761,122545.29,266561.6,35.77,91.05,0.49,0.91,31.59,87.5,184528.9,23.2,158.59,1060.31,546.25,1301.39,463.76,Оптимизаторы рассрочки,3,-1.0478876447876342,-1.1015409349512228,1.1404788338269645,Без кампании на этом этапе
CL00762,116801.59,233497.22,41.36,56.34,0.0,7.69,35.47,65.3,155500.03,17.84,1147.86,1115.55,523.74,215.27,2571.88,Оптимизаторы рассрочки,3,0.15609287382047507,-1.5501929239965997,-0.9609908288456399,Без кампании на этом этапе
CL00763,104763.13,183794.67,63.86,70.81,0.27,4.03,16.13,77.7,237682.47,24.2,812.0,972.6,261.18,302.93,1742.86,Оптимизаторы рассрочки,3,-0.44893900055882974,-0.8880102162629735,0.05130246170965095,Без кампании на этом этапе
CL00764,99641.14,199921.01,35.77,67.24,0.0,4.01,38.27,85.6,119372.62,14.87,368.54,784.86,547.79,112.27,1588.91,Оптимизаторы рассрочки,3,-0.25233098374780033,-1.594708371607546,-0.2949431223683781,Без кампании на этом этапе
CL00765,135045.83,311646.54,49.97,69.44,0.49,7.39,30.87,69.8,96342.55,16.38,1185.44,1146.16,315.67,1488.06,1159.22,Оптимизаторы рассрочки,3,0.31085001269979706,-1.231450481215897,0.5957122497151545,Без кампании на этом этапе
CL00766,76561.42,84217.57,66.33,75.83,0.03,3.35,51.15,88.1,304986.83,18.74,203.34,808.04,298.69,163.26,1146.81,Оптимизаторы рассрочки,3,-0.1316581489374227,-1.3365084826052682,-0.371139900263177,Без кампании на этом этапе
CL00767,105498.26,190626.46,53.7,76.29,0.46,6.99,42.1,61.7,213811.11,18.88,413.76,1111.17,276.14,1093.36,707.72,Оптимизаторы рассрочки,3,0.2850993787792495,-0.5221870734490939,0.15285095588342537,Без кампании на этом этапе
CL00768,107466.3,207035.6,28.84,67.03,0.0,2.5,40.62,63.4,181556.12,16.14,397.28,1054.12,455.54,70.1,1836.83,Оптимизаторы рассрочки,3,-0.2766066842897902,-1.1174104905166524,-0.8657971530485116,Без кампании на этом этапе
CL00769,93629.12,202540.01,37.98,68.05,0.0,7.94,56.17,87.3,121501.83,15.75,628.91,826.2,468.88,222.32,1701.67,Оптимизаторы рассрочки,3,0.14611930702526035,-1.9802601701440985,-0.488758221922195,Без кампании на этом этапе
